American,Fast_food,Italian,Mexican,Seafood,Chinese,Asian,Mediterranean,Vegetarian,Premium,South_American,African
0x89b7b791feeb9d91:0xca1225a2a59e6576,0x89b7b879abe0482b:0xba4c2eb3a3e39dd1,,,,,,,,,,
0x89b7b7f0b99989ad:0x6a6709b193a7ad2,0x89b7b7b096c76e75:0x8dbb6e924ab386a5,,,,,,,,,,
0x89b7b7ac58acb4b1:0x3b47b2e3807e6bd0,0x89b7c7fbf4fbbce9:0xfc0ac5bb73d95148,,,,,,,,,,
0x89b7b7fadb5d14d3:0x4e6f89b259a26e4e,0x89b7b7c4dcc66ffb:0xd284561fd507132e,,,,,,,,,,
0x89b7b79054cdc855:0xfcc09efeed0b681c,0x89b7b7e400ebd06d:0x5d869553f9c6e5d7,,,,,,,,,,
0x89b7c9b999fd2a49:0x9aaab6dde1fdbbdf,0x89b7b7dbca568117:0xc1bc95cc35ceef75,,,,,,,,,,
0x89b7b81d695facc3:0xa889066354a8f84a,0x89b7b6374f10789d:0xadfeccb240aa9ae6,,,,,,,,,,
0x89b7b7db2db8b72b:0x2469d2cebc030f52,0x89b7b98e7a32de9b:0xb829028f9c1b9fc7,,,,,,,,,,
0x89b7b78d5e6752f5:0x763bb146fae875aa,0x89b7c81f7ce554e1:0x5567a196287fc947,,,,,,,,,,
0x89b7b78830450321:0xedd2342c77f1a358,0x89b7c86aada82be1:0xb97caa4d6fcd751b,,,,,,,,,,
0x89b7b78a68303065:0xcaf5b3bc52230fc6,0x89b7b78555dc3c83:0x83374e36a93097a5,,,,,,,,,,
0x89b7b7ea5f22e011:0x134764ac152e5cf9,0x89b7b799d173db5d:0x5ae94e1146275198,,,,,,,,,,
0x89b7b7bbe6c9dfef:0xd5ea0e25468bf902,0x89b7b648a8e75279:0x3392343f368a1682,,,,,,,,,,
0x89b7b6491bef838d:0x7a67ae715dd5f58b,0x89b7b82739d60221:0x260333d36ca612ca,,,,,,,,,,
0x89b7b7d40e20329b:0xc41ad5a8fc8a51af,0x89b7b71e23907c11:0x302271c76ef43541,,,,,,,,,,
0x89b7b826c62ced09:0x9e4a726463e96f96,0x89b7b7c63b245141:0x77fd609dfb988fae,,,,,,,,,,
0x89b7b7961d97dd6f:0x5652f78a03693f5,0x89b7b7b9b4935207:0x58ae1cfe31791dcb,,,,,,,,,,
0x89b7b7b11282554d:0xb27e2c36030ae5ae,0x89b7b6492763d037:0x96e35ace991713d4,,,,,,,,,,
0x89b7b64b9a0c55a9:0x47f5269da2082e62,0x89b7b7f7511c43f3:0x7eaa34f150f19ede,,,,,,,,,,
0x89b7b826ca46ac31:0x8a751776bacb3428,0x89b7b922f181cebb:0x80987439bdb2b0bf,,,,,,,,,,
0x89b7b78e4f5f6873:0x59ca8a4bc0c8f05f,0x89b7b7c79c455d83:0x41ab81749f996b7e,,,,,,,,,,
0x89b7b795df79a5c3:0x15f75a5464cc156f,0x89b7b7fa76ebb667:0x27af5a3969c0098,,,,,,,,,,
0x89b7b794e4dc1b9b:0x865941c69c71eb0c,0x89b7b821c3ed68cb:0x101e0dcbc32aec61,,,,,,,,,,
0x89b7b7e7cea54377:0x17d2e306f2417c53,0x89b7b7bbf5c21caf:0xafb82bb6179a8913,,,,,,,,,,
0x89b7b9ee30a6b497:0x389e5d9e9534b600,0x89b7b7bb17525377:0x1f6f8e6004ce5df5,,,,,,,,,,
0x89b7b792da80ab6f:0x2f5eacc2b6dbbeca,0x89b7b7c3f3096643:0x3b45e788e1b00f3b,,,,,,,,,,
0x89b7b646672dc92b:0x8c4293b8b356e924,0x89b7c7efe00b2c8b:0x543539266ad74955,,,,,,,,,,
0x89b7b5fdd018d60f:0xddbabc3fd04709c4,0x89b7b648debfc24f:0x8a9b28f65ccec3d2,,,,,,,,,,
0x89b7b7979cdd8be3:0x52d3cd9afb81658e,0x89b7b78928071399:0xc1b838fe3c30d318,,,,,,,,,,
0x89b7b7c047deeafd:0x50901f63310ae84d,0x89b7b0ac898597f7:0x51c4e276947f732,,,,,,,,,,
0x89b7b7b6f437397f:0xe347c517c20872a9,0x89b7c7ed91c05b2f:0x9fea8a1b3c3e91c4,,,,,,,,,,
0x89b7b7851b06ef6b:0x5f356b1eb1da27,0x89b7b7c61a6c12d7:0xf4ee71434cc18301,,,,,,,,,,
0x89b7b7bed5faaaab:0x22518c65f3a4214e,0x89b7b78dd8a3fdb9:0x4bce7e0df8eea137,,,,,,,,,,
0x89b7b78dffcd605f:0x346bd320baa8fa5c,0x89b7c7e7be980a1b:0x48c83474c9f4437c,,,,,,,,,,
0x89b7b81be40c36ff:0xb9277d5752f8edfa,0x89b7b7b292b34dc3:0xe9c6a77d35fe8578,,,,,,,,,,
0x89b7b78d11d04d57:0x39ac365995a2f37e,0x89b7c8913fda3a83:0xb26d4f115e7f7f96,,,,,,,,,,
0x89b7b7c920b1c535:0x194491b73b39f793,0x89b7b7bbf1bfffff:0x13138437385337,,,,,,,,,,
0x89b7b7f1e24c9c41:0xe9e99717ddd5de45,0x89b7b7ea8c1c170b:0x78734c846740e3f9,,,,,,,,,,
0x89b7b7ea66699db1:0xe0f829b1d71e725f,0x89b7b85d9fbbd2ad:0x8dfb5673d6aa2f7,,,,,,,,,,
0x89b7b6491bef838d:0xbd1f4051141ee22c,0x89b7b790d441ce53:0x8bb1bc21dbe4f12b,,,,,,,,,,
0x89b7b7c474407481:0x6b60a8f5b27d9257,0x89b7b7ae2a11c833:0x8b1a5e3e90624527,,,,,,,,,,
0x89b7b792e3d17e57:0x88eb87ec1c078b31,0x89b7c7ed96488231:0x44a781ca76c9c6df,,,,,,,,,,
,0x89b7b7963f0dc215:0x7934815cd90417c0,,,,,,,,,,
,0x89b7b6e1ddfbadb5:0xd392da55b278331c,,,,,,,,,,
,0x89b7b776372a4fd5:0x6f21425969056c0,,,,,,,,,,
,0x89b7b7b72fa2cead:0x1afec8a4cff3f04c,,,,,,,,,,
,0x89b7b7e7e8599aed:0x69ffcab62ab095d0,,,,,,,,,,
,0x89b7b7bd7f171c81:0x457d5aa5dfadfa75,,,,,,,,,,
,0x89b7b66a2da2bcd1:0x2ee5e00eb3be255d,,,,,,,,,,
,0x89b7b7763b533085:0xf758a4cbcda4249a,,,,,,,,,,
,0x89b7b77b52fbe6f7:0x97bd7f7df697953a,,,,,,,,,,
,0x89b7b7ed1221bb61:0x941ced5e5cdd10f2,,,,,,,,,,
,0x89b7b878cdedb4d9:0xbd4f51e8b17bca49,,,,,,,,,,
,0x89b7b7d980e0a627:0xb5ce451b396392ca,,,,,,,,,,
,0x89b7b7db1c9dcbeb:0xc9a078925be0eb94,,,,,,,,,,
,0x40772678722c973d:0xea8aee9977fe3c00,,,,,,,,,,
,0x89b7b96bb976cb25:0x459b8c8d249d8879,,,,,,,,,,
,0x89b7b79a9fb4cac3:0x11627f667cc87235,,,,,,,,,,
,0x89b7b8244df30c45:0x94fcfbfb2241cc4f,,,,,,,,,,
,0x89b7b76f24dee44d:0x7583c3eacae386cb,,,,,,,,,,
,0x89b7b9232e3c878d:0xb7b1ed992a561e6c,,,,,,,,,,
,0x89b7c9ea70131373:0x4402da8ba714312d,,,,,,,,,,
,0x89b7b7d4166aa96d:0x6d7cb17aa3d6da15,,,,,,,,,,
,0x89b7b795655257cd:0x45aaab9674c89ee3,,,,,,,,,,
,0x89b7b7918a64c9e5:0x62152a91bb4bf01a,,,,,,,,,,
,0x89b7b81f6dbf6195:0x7a35c4d9c1b18053,,,,,,,,,,
,0x89b7c86aa6012ceb:0x4f0df9dc3d218f65,,,,,,,,,,
,0x89b7b7904598f769:0x7f62022bf15fd460,,,,,,,,,,
,0x89b7b9d690440221:0x9f90fcb4e010cc1e,,,,,,,,,,
,0x89b7b7824a495c29:0x5bcde0a5621d871e,,,,,,,,,,
,0x89b7b788cec1dca7:0xb791d3fcb93a3d1b,,,,,,,,,,
,0x89b7c7d1195ddb01:0x753c24d4ef265d7,,,,,,,,,,
,0x89b7b64beacecfa5:0x11987c11e4d5d1a4,,,,,,,,,,
,0x89b7c9e5a40267fb:0x2d9722c79ae0fb13,,,,,,,,,,
,0x89b7b7824a495c29:0x79b10a1a6f0aa506,,,,,,,,,,
,0x89b7b789bdad5361:0x657384cfd22b3970,,,,,,,,,,
,0x89b7c817e671a82f:0xce9ebb6093083e01,,,,,,,,,,
,0x89b7b7091a39cebd:0xd8b99606e610f09b,,,,,,,,,,
,0x89b7b826d655b55b:0x72b4d332a8a2a93e,,,,,,,,,,
,0x89b7b78f0a6be647:0xdfbcc02ab59c4bbd,,,,,,,,,,
,0x89b7b7a53011e77b:0xdd13d2344f4652f2,,,,,,,,,,
,0x89b7b7bbd6cfccdb:0x4fc77cf06a2fa47,,,,,,,,,,
,0x89b7c806d3be73ef:0x1a4c31227cb66888,,,,,,,,,,
,0x89b7c991313c7d79:0x82eefd14dde882bd,,,,,,,,,,
,0x89b7b64924e2934b:0x1e814ab4e7d14af0,,,,,,,,,,
,0x89b7b7be3ae80693:0x9984cb5474416d02,,,,,,,,,,
,0x89b7b7c146cfbd93:0x32e89bbb194d713,,,,,,,,,,
,0x89b7c819430b1729:0xc33db5958804786b,,,,,,,,,,
,0x89b7b64b8e35fb6b:0x389b41d830467a5b,,,,,,,,,,
,0x89b7b9e88f4442df:0xbf107a3f23ada145,,,,,,,,,,
,0x89b7b7e7dc5c3b1d:0x7d1b6911491ac1bb,,,,,,,,,,
,0x89b7b64957a3c367:0x2d0eee6ae58e6cfd,,,,,,,,,,
,0x89b7b8eccf639649:0xceb9ef2c9e9ae72a,,,,,,,,,,
,0x89b7b790b0b63097:0xf5c31f51efbc72a7,,,,,,,,,,
,0x89b7b7d97545b167:0xcc15a9ef16b194ad,,,,,,,,,,
,0x89b7b81d9ea4647b:0x2630f0d3a570f9ab,,,,,,,,,,
,0x89b7b775e53b901f:0x5aa11edffd77dafd,,,,,,,,,,
,0x89b7b7be8dd6254b:0x35629c4259de22f7,,,,,,,,,,
,0x89b7b649c4dc8843:0xd542f45e2265208d,,,,,,,,,,
,0x89b7b9cc5aa44dd5:0x2023b49f0a52b8cf,,,,,,,,,,
,0x89b7c9c1fb5ac409:0x778ac0a5881efd28,,,,,,,,,,
,0x89b7b79670c67155:0x704eebeba8b992d9,,,,,,,,,,
,0x89b7b83304df5dbd:0x566f0197190057ff,,,,,,,,,,
,0x89b7b846d23d6fc7:0x99b08cbf92119bed,,,,,,,,,,
,0x89b7b90565015a53:0xaf0be03280e31878,,,,,,,,,,
,0x89b7c7eb8186981f:0xa704c697d7715b5e,,,,,,,,,,
,0x89b7b7e4563830db:0xe980251eead84dde,,,,,,,,,,
,0x89b7b9118198bd99:0x63a30fb745eb21f9,,,,,,,,,,
,0x89b7b7ea142a78a7:0x6aa8e7bfdbde36fe,,,,,,,,,,
,0x89b7b82b746746fd:0x18fe7bae2ca201b1,,,,,,,,,,
,0x89b7c8105f1b9b25:0x495ff3e0ab1e0de4,,,,,,,,,,
,0x89b7b7fa76b6187f:0x572502b92f703054,,,,,,,,,,
,0x89b7c9a3b4e64f19:0x80ab2ad413321249,,,,,,,,,,
,0x89b7b78ceaf85e07:0x839bddeea8a1fec0,,,,,,,,,,
,0x89b7b82c29db1f8f:0x4a3a7ae07e94b959,,,,,,,,,,
,0x89b7c7ed961aa025:0x8886642c7a70a270,,,,,,,,,,
,0x89b7b797a8c019ab:0xf549e0763f617ffb,,,,,,,,,,
,0x89b7b9b532acc38b:0x40f56ec48a4839a2,,,,,,,,,,
,0x89b7c99136a87687:0x81550648a56a32ff,,,,,,,,,,
,0x89b7b64098764d2b:0x994455be89117666,,,,,,,,,,
,0x89b7b9d776f02dbf:0x3300d3189d9ebb9e,,,,,,,,,,
,0x89b7b7da2ee1bc5b:0xed738aac58942832,,,,,,,,,,
,0x89b7b7bec9f407c9:0x6a459f8c07783a38,,,,,,,,,,
,0x89b7b93170ce3a7d:0xa6dc9f6905ce5789,,,,,,,,,,
,0x89b7c9c8d837128d:0xa209059aa02c2ba0,,,,,,,,,,
,0x89b7b7bbb4d3276b:0x8778f9461ddab8c0,,,,,,,,,,
,0x89b7b7942728decd:0xa6fb0c63559be574,,,,,,,,,,
,0x89b7b64602afb633:0x87ca6bf1952e2395,,,,,,,,,,
,0x89b7b637b0e50eb5:0x6281f9cf6c857f5c,,,,,,,,,,
,0x89b7b81be5a239f7:0x4b8112dd6fa4bab9,,,,,,,,,,
,0x89b7b7da16d7ab65:0xa10722ee69191e65,,,,,,,,,,
,0x89b7c9c26b290c5d:0x35ece244793a5e70,,,,,,,,,,
,0x89b7b7950c894607:0x28d4b9d7dfda8431,,,,,,,,,,
,0x89b7b7ba03c66f85:0x56c4fea46000f931,,,,,,,,,,
,0x89b7b9b8c1a35c7d:0x1f05b4a3f5d7b10a,,,,,,,,,,
,0x89b7b7976c2e5ec7:0x387b319fb521564f,,,,,,,,,,
,0x89b7b826cd05a283:0x99fcae825d1b2441,,,,,,,,,,
,0x89b7b9d3e469a8d5:0x41ff64f4990d5021,,,,,,,,,,
,0x89b7b86d66cb42f7:0x4c2b2661180f198c,,,,,,,,,,
,0x89b7b78fd644fcab:0x78d4e157d63cbe1f,,,,,,,,,,
,0x89b7b7ba2c6291ef:0xdf80093a95addc19,,,,,,,,,,
,0x89b7b83324a11a2d:0x7b8009e16f972672,,,,,,,,,,
,0x89b7b7be6acecae1:0xb7135a059b5d3d3d,,,,,,,,,,
,0x89b7c82aba4a4b99:0xe8d2edcd0376c65a,,,,,,,,,,
,0x89b7b82c1e5d63cb:0xc4319f59764332d,,,,,,,,,,
,0x89b7b79720549ad9:0x2a61a72b6846f1c2,,,,,,,,,,
,0x89b7b9ce6259b429:0xbc582fe3877e266d,,,,,,,,,,
,0x89b7b7bdf8a249e1:0x2b4672c19d7124e4,,,,,,,,,,
,0x89b7b808411d0c05:0x46b3f4c9eeaa2346,,,,,,,,,,
,0x89b7b840484de5b1:0xab9d013dd4791782,,,,,,,,,,
,0x89b7c9ea8ac2ccd3:0xb8830f8742566e1a,,,,,,,,,,
,0x89b7c9c1e34bf02b:0x9e5a0f4cc8d08c1e,,,,,,,,,,
,0x89b7b7f88d1b1c61:0x595467add38a95c3,,,,,,,,,,
,0x89b7c78d3de34543:0x1b3db552711bc7ca,,,,,,,,,,
,0x89b7b79aa8342d63:0x4d3796957fb68934,,,,,,,,,,
,0x89b7b79a99d396fb:0x9cc56a4b0f2c3b72,,,,,,,,,,
,0x89b7b7f0b99989ad:0x6a6709b193a7ad2,,,,,,,,,,
,0x89b7b789e1151431:0xa04d4d296862576,,,,,,,,,,
,0x89b7b79054cdc855:0xfcc09efeed0b681c,,,,,,,,,,
,0x89b7b99629fccf21:0x90fe117d3d9d4838,,,,,,,,,,
,0x89b7c9d367f154d5:0x338f89e51290c096,,,,,,,,,,
,0x89b7b78f8c608e59:0xfa2e2395507b9cf3,,,,,,,,,,
,0x89b7b78193a3f60d:0xe37e98804a1c272d,,,,,,,,,,
,0x89b7b71fd7d425e9:0x9eeae2cdaf41a2c8,,,,,,,,,,
,0x89b7b7856a7a3d25:0x7791ae9977131fd6,,,,,,,,,,
,0x89b7b7b0fe0fa9b5:0x57ea2645e055c9b1,,,,,,,,,,
,0x89b7b7ba0a46193d:0x91b52cf7b3b13df0,,,,,,,,,,
,0x89b7b84ab410cbad:0x6c8aef15ad9918fd,,,,,,,,,,
,0x89b7b7be347a1bd5:0x11fcc04c6e7c6560,,,,,,,,,,
,0x89b7b77d1acc0801:0x5545e8541ac5fab1,,,,,,,,,,
,0x89b7b7d93d00f529:0x132d63aee14567e8,,,,,,,,,,
,0x89b7b7e7c2a4b079:0xa208728aff34b7f9,,,,,,,,,,
,0x89b7b7be2eeea3fd:0xd37506f0a4db4839,,,,,,,,,,
,0x89b7b7945ff74921:0x2b9bb7d6fb61081a,,,,,,,,,,
,0x89b7b7e86db28e7d:0xca7f8ab26c744c6d,,,,,,,,,,
,0x89b7b826c62ced09:0x9e4a726463e96f96,,,,,,,,,,
,0x89b7b7c600800fad:0x582fcabe8bef5799,,,,,,,,,,
,0x89b7c9c8fddb567b:0x79c8ea3b82690620,,,,,,,,,,
,0x89b7b7961d97dd6f:0x5652f78a03693f5,,,,,,,,,,
,0x89b7c9d309a518a7:0xb81fc36309608e36,,,,,,,,,,
,0x89b7b7b096c76e75:0xc9c02757558db9cd,,,,,,,,,,
,0x89b7b720ab8a84cb:0x17b32e35b0e87e09,,,,,,,,,,
,0x89b7b86c84555139:0x8eaf1a4c0fbdf818,,,,,,,,,,
,0x89b7b79756849709:0x597680125ff0b6ec,,,,,,,,,,
,0x89b7b826ca46ac31:0x8a751776bacb3428,,,,,,,,,,
,0x89b7b78e4f5f6873:0x59ca8a4bc0c8f05f,,,,,,,,,,
,0x89b7b795df79a5c3:0x15f75a5464cc156f,,,,,,,,,,
,0x89b7b7becafbe453:0x3fb7d26dd1c8e975,,,,,,,,,,
,0x89b7b777da87deff:0xd572779e917652c7,,,,,,,,,,
,0x89b7b78e4f6f7411:0x103ba581d70e3a59,,,,,,,,,,
,0x89b7b81ebf0eda6f:0x14dc855cd5892445,,,,,,,,,,
,0x89b7b81c26e1960d:0x8576ffa3acd06323,,,,,,,,,,
,0x89b7c994f99496ff:0x60d82754842af061,,,,,,,,,,
,0x89b7c891131a9275:0xdb65065d6319975b,,,,,,,,,,
,0x89b7b7ae028b22a9:0xc57fbfd9bdd127d1,,,,,,,,,,
,0x89b7b9a1a18e472f:0x4ea7432d812de020,,,,,,,,,,
,0x89b7b7905b08b503:0x44aec952786f6491,,,,,,,,,,
,0x89b7b637b06aaf4f:0x35e8b897923eb9d0,,,,,,,,,,
,0x89b7b78dffcd605f:0x346bd320baa8fa5c,,,,,,,,,,
,0x89b7b776d06938ab:0x9842ec64a34d5210,,,,,,,,,,
,0x89b7b77ba2768af9:0xc68d3b91e78e8021,,,,,,,,,,
,0x89b7b7bbdc82b1cd:0x8eb85286af747f41,,,,,,,,,,
,0x89b7b78a68c6c53d:0x25549ec9fcc51fec,,,,,,,,,,
,0x89b7b7ea66699db1:0xe0f829b1d71e725f,,,,,,,,,,
,0x89b7b7ba03cd0a5b:0xf9b40e2cdfe8a395,,,,,,,,,,
,0x89b7b6491bef838d:0xbd1f4051141ee22c,,,,,,,,,,
,0x89b7b78f0a6be647:0xeb471bce35ac09a8,,,,,,,,,,
,0x89b7c994fc8c8a1d:0xe86cb94ff83ad02a,,,,,,,,,,
,0x89b7b777ccc03be5:0x5ede3efb82e1df0f,,,,,,,,,,
